order_id,isbn
66311,0-7088-8098-3
35116,1-177-32589-6
69970,1-09-932406-8
56088,0-06-008691-2
10494,1-254-36317-3
88422,0-653-43530-4
34036,0-272-21649-6
53101,1-77017-764-7
14739,1-57556-562-5
25633,0-235-67775-2
98459,0-248-33519-7
72951,1-09-404347-8
57422,0-290-50955-6
86030,1-233-34483-8
97777,1-945940-62-X
62928,1-376-18784-1
65982,1-4019-7575-5
6159,1-5321-5522-0
10289,1-174-74981-4
43478,1-221-48982-8
52169,1-04-374785-0
12458,1-934925-83-7
68985,0-8206-9619-6
76950,0-297-38684-0
80225,1-967417-05-9
70422,1-4895-9669-0
14106,0-529-60429-9
57280,0-8264-0726-9
51004,1-64608-439-X
54015,1-209-62057-X
21948,0-476-40865-2
10424,0-14-662611-7
9360,1-4357-4571-X
12613,0-9698576-8-3
39288,0-7403-4052-2
45239,0-465-28794-8
73236,0-269-12282-6
79531,1-363-20351-7
54160,1-4905-7765-3
77211,0-14-148852-2
62987,0-666-66292-4
71739,0-07-527919-3
80905,0-289-89266-X
71751,0-695-22223-6
99354,0-13-043203-2
27069,0-87638-208-1
37842,0-9941540-4-6
98875,1-267-45301-X
84662,0-564-08379-8
98605,0-653-31632-1
7768,0-908757-80-8
74792,0-667-66010-0
38661,0-7589-0875-X
21142,0-393-15380-0
62429,1-320-16480-3
65109,0-8486-1589-1
33449,0-8435-6855-0
36321,1-5093-7731-X
60805,1-365-99674-3
63344,1-317-02905-4
84445,0-423-96510-7
5972,0-679-06648-9
61318,0-02-992980-6
98828,0-435-54430-6
77903,1-127-44926-5
42274,1-68175-429-0
21084,1-178-93937-5
96564,1-71361-141-4
48004,1-228-98200-7
62757,1-82028-134-5
96739,0-389-06924-8
81539,1-900096-18-8
56862,0-7749-4143-X
37656,0-352-49649-5
49232,1-01-133889-0
29525,0-221-46689-4
11546,1-03-665490-7
96040,1-04-621056-4
86030,0-562-42234-X
40330,0-07-078654-2
56630,1-72099-776-4
36345,1-377-09409-X
54800,0-316-54895-2
5757,0-7177-2191-4
63981,1-4170-6166-9
11468,1-78602-943-X
19328,0-9932144-7-9
4260,0-521-85087-8
72055,0-418-06830-5
60411,1-4638-2389-4
10380,0-302-76856-4
76339,0-649-29203-0
10458,1-248-89836-2
71635,1-900496-17-8
89875,1-55181-777-2
95353,1-317-21451-X
33240,0-436-97770-2
7296,0-19-761095-1
63245,0-481-36423-4
51279,1-5187-3332-8
57128,0-374-66566-4
50958,0-631-19651-X
96478,1-04-809222-4
91919,0-03-569617-6
98182,0-85931-357-3
31494,0-07-950984-3
3171,0-8017-6166-2
38571,1-228-52437-8
6577,0-423-33042-X
42505,1-80848-107-0
75545,1-144-97529-8
10069,1-4455-9052-2
27891,0-9762509-5-0
66380,0-7907-7320-1
50121,0-18-928528-1
858,0-7854-9884-2
43153,0-86909-541-2
79697,0-09-794031-3
81203,0-01-944423-0
66924,1-83708-429-7
17725,1-996824-27-9
88082,0-569-51357-X
7995,0-7095-4299-2
27976,0-02-300922-5
61893,0-02-601626-5
84248,0-288-03315-9
83950,0-19-651976-4
95337,0-208-12575-2
92999,0-8438-2895-1
37943,1-68553-409-0
48273,1-893553-04-3
97493,0-423-20987-6
64956,1-181-03603-8
3391,0-906066-93-X
32981,1-5260-0867-X
90643,0-617-79176-7
50947,0-552-57417-1
61644,0-478-23045-1
3246,1-947172-25-5
44975,0-7790-4547-5
38434,0-496-55284-8
2376,0-506-73868-X
40853,0-455-95287-6
65234,0-03-613012-5
57418,1-901190-17-X
61676,1-69858-234-X
276,1-08-757158-8
38698,0-258-05014-4
89494,1-04-007371-9
88188,1-70537-068-3
67271,0-17-634358-X
42437,1-4014-3507-6
26961,1-317-63671-6
15390,1-147-01735-2
30442,0-924176-29-6
57234,1-5425-6241-4
43225,0-458-72140-9
4966,0-18-928528-1
33454,1-890720-26-7
36911,0-429-00429-X
98664,1-909884-15-4
29840,1-68184-473-7
70818,0-562-87462-3
25934,0-670-20538-9
53201,1-191-83379-8
92363,0-04-256449-2
59631,0-493-17894-5
96706,0-624-12702-8
56350,0-459-07623-X
85859,1-4568-3279-4
57217,1-56802-487-8
61331,0-506-33450-3
25722,0-296-43256-3
77375,0-12-795373-6
92402,1-399-53964-7
8769,0-296-41012-8
18731,1-68549-744-6
81353,1-5159-2874-8
46156,0-18-061992-6
5808,0-86208-821-6
789,1-932847-20-0
22756,0-489-35818-7
47941,0-376-37307-5
54858,1-06-891822-5
7945,1-329-55018-8
12692,0-400-20786-9
34456,0-8045-9232-2
75112,1-300-72625-3
80509,0-8231-0860-0
22611,0-366-50471-1
53122,0-555-54350-1
37147,1-61933-546-8
76287,0-08-792645-8
86084,1-56028-691-1
92786,0-946261-44-X
70323,1-214-32983-7
11265,1-389-40826-4
85787,1-876723-70-X
25840,0-8212-6392-7
93247,0-18-276388-9
59890,1-4379-9379-6
23356,1-345-58500-4
59579,0-225-90015-7
74138,1-283-72881-8
48516,0-566-07455-9
96820,1-4411-4973-2
59288,1-997729-00-8
87755,0-13-587000-3
36612,1-9807-6580-4
80728,1-56401-841-5
14848,1-131-82316-8
86179,0-464-44419-5
35876,1-144-49857-0
54590,0-207-02311-5
48719,0-201-88661-8
68269,0-7566-3483-0
32031,1-144-11469-1
57255,0-939523-24-8
90118,1-182-18874-5
72560,1-69022-371-5
66833,0-390-42255-X
80708,1-109-96199-5
2295,1-78409-735-7
32545,0-04-429851-X
64384,1-152-06244-1
98861,1-56984-281-7
75135,0-511-80614-0
18852,1-60520-568-0
15503,0-597-05418-5
99010,1-64302-940-1
4140,0-446-61342-8
79779,0-10-519178-7
65982,1-82709-926-7
59459,1-932707-01-8
120,0-9846126-4-5
4307,0-495-95180-3
21957,0-649-10847-7
17131,1-942444-78-8
78436,0-371-65274-X
96943,0-8152-3792-8
46477,0-946914-35-4
19831,1-09-508603-0
49436,1-167-77589-9
54105,0-06-139138-7
91275,0-910544-17-4
60053,0-9889843-0-X
98968,0-920397-24-7
30870,1-85923-699-5
343,0-594-86747-9
37638,0-382-83575-1
19000,0-08-130332-7
55716,0-414-37390-1
74735,1-158-61519-1
97057,0-9742698-9-1
62215,1-4280-9271-4
74113,1-972056-22-0
30777,0-04-186542-1
87626,1-55227-628-7
25723,0-03-652481-6
19819,1-329-60009-6
87380,1-131-41632-5
49396,0-690-78436-8
5443,1-324-14204-9
11764,0-86273-187-9
93142,0-386-86774-7
33237,0-9992815-1-8
4657,1-341-96162-1
72091,1-113-67366-4
5540,1-341-27177-3
44268,1-72131-581-0
50669,0-7864-6616-2
5870,1-68019-424-0
917,0-498-58180-2
94764,1-70859-552-X
19285,0-6487023-1-6
32163,0-7311-5075-9
62553,0-7365-3537-3
48026,0-85254-728-5
89049,0-9623512-4-5
49678,0-469-02110-1
66661,1-07-043428-0
40990,1-386-47085-6
24867,0-521-01649-5
69921,1-215-13545-9
67225,0-85994-079-9
48430,1-910273-37-6
68742,1-947472-92-5
80714,1-62536-977-8
719,0-10-332320-1
20050,1-321-54238-0
74953,1-84498-193-2
11120,1-4162-7892-3
2998,1-84856-861-4
95871,1-4509-6266-1
52261,1-78850-720-7
78643,1-378-01835-4
15319,1-212-03716-2
24768,1-925605-47-7
40632,1-4359-1576-3
61846,1-204-66823-X
13718,0-7659-3058-7
30115,0-451-11557-0
61564,0-558-35093-3
35944,1-191-50022-5
17235,0-8084-9820-7
94977,0-337-70638-7
39182,1-177-79615-5
98780,0-432-19849-0
30302,0-88975-236-2
91732,0-916849-70-8
65884,1-78540-020-7
64742,0-490-62523-1
76814,1-889415-48-0
97648,0-09-008440-3
42862,1-908759-45-3
22594,0-12-665154-X
44821,0-674-82214-5
94219,1-79949-548-5
28059,0-200-99238-4
41070,0-676-69620-1
25869,0-7096-6147-9
66425,1-320-49558-3
27126,0-406-83461-X
49825,1-259-51790-X
59235,0-04-964824-1
44398,0-16-679890-8
32309,0-386-85030-5
30282,0-7196-6843-3
62807,0-652-34821-1
80798,1-09-905621-7
10060,0-214-53780-3
59436,1-4854-4010-6
48490,1-04-036567-1
4551,1-228-66442-0
18962,1-57568-637-6
32123,1-5298-5987-5
51919,0-86915-555-5
18122,1-77518-681-4
45097,1-263-28992-4
41428,1-02-217186-0
56564,1-951655-94-X
17519,1-913383-91-1
85321,0-259-18361-X
17446,0-202-81751-2
47751,0-7629-9454-1
19611,0-04-052970-3
19144,1-65636-871-4
99990,0-316-86327-0
2631,0-692-49891-5
94468,1-61065-410-2
69097,1-962546-92-6
71851,1-9767-0362-X
54945,0-86842-370-X
77981,0-03-945368-5
80293,0-681-10804-5
54433,0-503-27560-3
19879,1-68443-298-7
595,1-228-57651-3
90103,0-11-208493-1
92329,0-14-132342-6
67461,1-69865-213-5
22350,0-11-096061-0
51612,0-8106-6156-X
24640,1-58688-279-1
51863,1-66105-852-3
17739,0-7738-3783-3
68428,0-07-148410-8
80185,1-189-91273-2
12880,1-4089-8676-0
25721,1-81148-207-4
59577,0-10-864657-2
10534,1-86385-369-3
18254,1-178-51887-6
31592,0-683-14937-7
77527,0-490-46225-1
32433,0-14-094643-8
81670,1-65976-750-4
74651,1-70031-651-6
8629,0-89619-635-6
97881,0-479-38082-1
91342,0-9721418-8-X
67019,1-55786-324-5
19874,1-4763-1725-9
91244,1-265-87489-1
32529,0-522-97193-8
70560,0-902851-12-8
8759,1-245-56519-2
32161,1-4191-9663-4
30294,0-7945-0997-5
93208,1-59874-090-3
60160,0-463-82472-5
48891,0-88084-018-8
45447,0-7452-1512-2
83103,0-415-07488-6
87633,0-533-22676-7
84133,0-531-71498-5
98081,1-4885-0204-8
3956,1-72778-407-3
62984,0-666-01166-4
23643,0-14-637606-4
3520,1-09-494004-6
83420,1-01-353162-0
17861,1-4248-0210-5
72834,0-917902-45-9
81482,1-70904-029-7
95903,1-4151-9798-9
90883,0-323-49633-4
77636,0-390-53910-4
5025,1-04-857437-7
86762,1-199-10026-9
18915,0-7891-4596-0
34266,1-65282-907-5
99443,0-600-88985-8
99670,0-7232-4292-5
52538,1-140-04557-1
30220,0-8257-7615-5
68377,1-67614-231-2
33633,1-04-304838-3
66326,1-115-40470-9
13914,0-18-964758-2
44777,0-686-17544-1
59673,1-70488-313-X
88070,0-16-128826-X
18651,1-351-87191-9
66836,0-917804-37-6
41495,0-659-88869-6
47405,0-487-40633-8
54131,1-76848-576-3
23314,1-67608-874-1
7135,0-07-448994-1
64881,1-114-03123-2
95008,1-960453-77-7
80399,1-77305-373-6
50398,0-14-929212-0
25231,1-942622-29-5
71896,0-10-262528-X
6263,1-124-74507-6
90274,1-06-570745-2
68437,1-81551-729-8
30895,0-7533-3844-0
2102,0-911459-56-1
96483,1-5410-9092-6
56061,0-941486-82-6
20339,1-373-88077-5
68012,0-18-676651-3
38049,1-63438-013-4
97604,1-209-33419-4
31667,0-8247-3525-0
33588,1-78500-986-9
96620,0-223-77061-2
85823,0-431-37425-2
52689,0-459-93253-5
88882,1-947923-78-1
4835,1-255-58361-4
73782,1-00-894002-X
90543,1-175-90073-7
99952,0-9932770-4-7
25824,1-922601-13-6
33783,0-640-08154-1
22720,0-17-931534-X
64677,1-297-22044-7
37978,1-364-50880-X
57377,1-335-11272-3
15766,0-8104-3555-1
2365,1-5091-1147-6
82027,1-177-64431-2
70092,0-608-80820-2
23454,1-207-58058-9
74543,1-4945-0193-7
75945,1-387-88697-5
78232,1-9771-3870-5
56586,0-355-42251-4
86959,0-635-65520-9
74261,0-08-083841-3
30489,0-305-08320-1
56379,1-395-53505-1
93944,0-457-14627-3
9111,0-8368-6172-8
76599,0-9524022-9-7
62599,0-653-54989-X
73169,0-7473-2349-6
31431,0-604-83962-6
65755,0-930007-15-8
56605,1-960973-65-7
2964,0-7833-4441-4
46468,1-229-89366-0
80894,0-580-12010-4
42067,0-8324-2597-4
17433,0-547-92449-6
30805,0-579-30203-2
1241,0-7255-4275-6
91117,1-250-01193-0
89751,0-319-06235-X
41796,0-460-37120-7
80618,1-62355-887-5
71802,1-117-14140-3
80330,0-579-30203-2
8806,1-301-30371-2
79048,1-352-10755-4
94520,0-237-01256-1
33641,1-344-37210-4
58078,0-9792398-9-3
71626,0-9793856-7-9
33812,0-7651-2720-2
65848,1-5258-0605-X
3189,1-283-57957-X
88117,1-872006-10-8
81078,0-580-76536-9
11661,1-5490-8459-3
29095,0-606-93968-7
5564,0-516-61869-5
62065,1-7349060-9-X
10370,0-699-09939-0
14600,0-512-10591-X
6170,1-69248-553-9
99155,0-682-33773-0
43639,0-235-70849-6
33972,0-18-983311-4
84223,0-473-16125-7
93989,1-4109-0664-7
12865,1-110-78501-1
58371,0-268-76494-8
12615,0-491-63692-X
38348,1-58631-164-6
25262,0-477-25595-7
65432,1-4826-6670-7
84939,0-87703-039-1
89998,0-7456-4169-5
173,1-4120-4207-0
49144,0-301-10842-0
25878,0-02-709533-9
89742,0-216-59456-1
58719,0-356-37531-5
40866,0-613-31339-9
21431,1-278-42888-7
73318,1-76835-041-8
81452,0-7701-6402-1
19103,0-219-25108-8
18820,1-57586-314-6
34750,0-14-854296-4
42370,0-09-003297-7
71203,0-85267-947-5
40305,1-265-57279-8
30895,1-112-76133-0
95666,1-138-88286-0
31422,1-5232-1998-X
98701,0-06-881706-1
27121,0-454-21181-3
22630,1-151-10200-8
7555,0-06-183141-7
93594,0-07-056953-3
49428,0-85147-796-8
38358,0-05-645106-7
69711,0-419-08969-1
56796,0-08-180761-9
21267,0-429-89178-4
36071,1-86274-231-6
30375,0-604-27918-3
75600,1-904281-38-9
68248,1-56047-547-1
44748,1-385-25350-9
22066,0-01-827049-2
5265,1-80413-681-6
70585,1-229-37023-4
23739,0-7850-6987-9
64907,1-56059-059-9
11986,0-02-613257-5
43602,1-4106-3213-X
87105,1-06-425324-5
52615,0-627-99645-0
88164,0-8138-3802-9
24944,0-19-461731-9
31192,1-09-611994-3
87546,0-9640639-0-5
14851,0-7173-8671-6
7516,0-7084-7536-1
47359,0-594-10814-4
66989,1-7321349-7-9
90044,1-940190-48-7
7265,1-322-54841-2
97186,1-908632-22-4
65103,1-965909-10-8
90678,0-325-41656-7
48059,1-79450-370-6
98522,1-303-52002-8
44245,0-933374-44-5
24895,1-83848-841-3
71017,1-4290-9818-X
76256,1-881602-86-9
56472,1-69720-700-6
41045,1-01-821459-3
7488,1-75793-155-4
42185,0-544-48436-3
64879,1-4571-4639-8
89303,1-387-22908-7
50547,0-402-19359-8
86159,0-431-77399-8
92822,0-599-12536-5
69476,0-486-70181-6
50099,1-74333-958-5
16889,0-364-12369-9
89817,1-4302-1385-X
70410,0-16-596011-6
87473,0-537-05017-5
54962,0-7687-2916-5
34318,0-10-354807-6
7686,1-990269-28-1
56461,0-10-519178-7
49431,0-488-80557-0
99988,0-211-07750-X
79190,1-56828-833-6
98626,1-337-00302-6
52451,1-5256-1503-3
32723,1-00-299189-7
84196,0-663-54710-5
47496,0-916839-64-8
83912,1-183-86718-2
31155,0-7905-9468-4
48855,1-72921-447-9
27460,1-85954-665-X
67672,1-60624-465-5
53541,1-03-482536-4
29733,1-84341-187-3
19936,1-76277-427-5
42566,1-925290-60-3
61824,1-993534-84-9
62931,0-7296-9102-0
81645,1-4011-9098-7
6869,0-669-71547-6
53162,1-71501-515-0
15254,0-7848-0349-8
34403,0-591-37385-8
80432,1-58454-761-8
75231,0-276-34726-9
40169,0-370-98200-2
85946,0-7096-0961-2
36241,0-09-569162-6
97548,0-7885-6076-X
61080,1-4462-8987-7
77321,1-5114-8862-X
75440,0-8388-9431-3
19662,0-458-43365-9
64625,1-04-999950-9
59219,1-69878-798-7
62325,1-180-62360-6
87816,0-948866-31-4
94286,1-4056-5532-1
87905,0-239-41793-3
24953,1-58525-679-X
34316,1-380-46633-4
55230,0-01-150940-6
96951,1-358-72157-2
81686,1-55924-726-6
93347,1-900065-67-3
95906,1-9867-6693-4
57314,1-75850-132-4
32633,1-200-95502-1
9231,1-121-27597-4
37239,1-03-278054-1
85912,0-547-34270-5
77618,1-287-21315-4
87944,0-414-20835-8
38036,0-8230-3470-4
99414,0-385-59883-1
79819,1-65758-218-3
55208,0-368-32335-8
39407,0-511-27741-5
68990,0-00-364418-9
70199,0-210-17019-0
54871,1-4352-5963-7
74957,0-353-24442-2
71062,0-448-61206-2
58784,0-7544-9403-9
33925,0-8178-8355-X
66479,1-60837-477-7
39294,0-86043-034-0
35856,0-08-505072-5
34554,0-17-129105-0
21034,0-511-87235-6
80097,1-289-32689-4
7949,1-02-481759-8
26347,1-72672-899-4
93880,1-68040-705-8
26601,1-72108-580-7
79206,0-8253-9150-4
58229,1-60193-462-9
15776,0-613-82220-X
90074,1-5100-6210-6
50181,1-183-50265-6
56600,1-210-30547-X
29667,1-4608-7982-1
38335,0-12-966606-8
72818,1-347-76951-X
76637,1-153-92535-4
66877,1-64601-895-8
29595,1-319-66382-6
68854,0-395-60656-X
93780,0-7917-8259-X
35781,1-74549-402-2
69754,0-03-782919-X
86289,1-58999-938-X
56045,1-4996-6557-1
60632,0-7561-1013-0
38101,0-10-850516-2
37402,0-85437-328-4
90046,1-191-50022-5
71118,1-305-16620-5
74826,0-916452-69-7
80394,0-85406-574-1
34950,0-7090-8141-3
20927,0-678-25493-1
68003,0-282-83134-7
35400,0-501-00717-2
72227,1-56635-951-1
87896,0-07-505726-3
60729,0-08-128403-9
76315,1-384-21443-7
43929,1-79777-352-6
11360,0-926722-35-2
45707,0-269-91655-5
84792,1-962897-38-9
70017,0-411-43815-8
74370,1-399-36179-1
86331,0-372-46188-3
84467,1-68732-414-X
71721,1-4053-4333-8
82691,1-55592-711-4
34,1-63772-379-2
93487,0-7076-4615-4
6305,1-85705-908-5
45473,1-72262-627-5
67633,0-349-27453-3
45229,1-948062-79-8
15645,0-681-21249-7
18918,1-00-004140-9
6400,0-7466-3526-5
7471,1-367-37679-3
48127,0-564-18292-3
7256,0-221-17270-X
61466,0-7781-9846-4
14133,0-02-012491-0
73049,1-81507-083-8
11545,1-69895-242-2
19453,1-166-56502-5
23197,0-919411-81-9
7070,1-318-14842-1
76229,1-137-37019-X
30078,1-5313-3069-X
65226,0-230-79317-7
65082,1-182-03961-8
37747,0-09-377259-9
43590,0-16-748693-4
45434,0-00-738309-6
66995,0-363-23599-X
40599,0-538-06126-X
57931,0-522-87909-8
83097,1-77992-641-3
64885,0-18-294170-1
78874,1-7340082-9-6
20088,0-512-31164-1
67491,0-04-112050-7
75708,1-134-47876-3
27427,1-5454-9128-3
25955,0-551-43999-8
27403,1-5425-2924-7
81577,1-318-49129-0
90806,1-00-302363-0
86109,0-9554243-5-6
51682,1-78698-910-7
28250,0-7026-5252-0
89160,1-06-616949-7
52214,1-115-39035-X
29259,0-275-78940-3
34844,1-86439-854-X
69136,1-64113-176-4
60497,0-629-18640-5
77390,0-14-684196-4
30378,0-10-225365-X
67619,0-02-012491-0
58510,1-06-807555-4
4975,0-578-06995-4
13772,1-4622-1286-7
58865,1-68933-627-7
20367,0-14-568615-9
13349,1-4697-8101-8
52106,1-104-38348-9
33104,0-389-61962-0
22434,1-963316-43-6
34883,0-281-70385-X
62622,0-86063-140-0
90580,1-79611-094-9
16025,1-4951-3342-7
52772,1-85758-860-6
47594,0-491-87505-3
54227,0-09-721472-8
77710,1-68137-821-3
18688,0-477-34259-0
31085,1-4201-9779-7
78553,1-79127-818-3
11594,1-333-13218-2
6363,1-60491-309-6
90999,0-13-572101-6
15667,1-286-88133-1
61046,1-5054-9116-9
38018,0-01-725366-7
12148,1-66565-639-5
63769,1-355-13701-2
49228,1-75408-217-3
5854,0-570-51707-9
16322,1-281-30626-6
67823,0-7789-8835-X
42332,0-596-45485-6
87707,0-7433-1663-0
8325,1-07-201396-7
3043,1-55131-150-X
30232,1-5459-8401-8
5224,1-398-62867-0
11798,1-151-49286-8
87425,0-915637-95-2
8804,0-7127-4069-4
89677,1-194-52385-4
82274,0-85738-402-3
99611,1-167-32711-X
85243,1-77700-043-2
78562,0-10-637679-9
77072,0-552-02094-X
99103,1-323-74663-3
63910,0-680-22609-5
2940,1-59730-468-9
76700,1-86103-301-X
62737,0-618-76566-2
69701,1-83672-377-6
31674,1-08-838142-1
31080,1-117-14140-3
18888,1-5423-9170-9
95047,0-401-98661-6
15066,1-08-207792-5
12065,0-933191-94-4
43041,0-396-31652-2
7429,1-04-611697-5
55436,1-922958-29-8
33956,1-55402-917-1
29701,1-296-69431-3
82745,0-203-80749-9
56863,1-84644-897-2
45067,1-07-201738-5
97728,0-456-69909-0
73393,1-887087-08-7
49549,1-9839-9010-8
27210,0-00-065977-0
827,1-354-17116-0
65826,1-4881-4509-1
380,0-9625319-5-2
14501,1-02-597931-1
14445,0-87475-038-5
88910,0-14-167224-2
84032,0-9871826-4-1
54973,0-604-51378-X
59731,0-05-761055-X
14462,0-431-77852-3
60332,1-209-89615-X
37841,0-17-278633-9
33280,1-343-54623-0
64277,1-04-037098-5
55779,0-16-401880-8
37622,1-100-59149-4
71697,0-03-047735-2
6265,1-384-13785-8
84062,1-5234-6374-0
51684,1-5263-7282-7
39141,1-01-954922-X
13806,1-9831-1917-2
9160,0-551-75291-2
49369,1-58267-628-3
52859,0-7461-5261-2
66790,0-519-56436-7
75864,0-357-93575-6
77921,0-460-61886-5
99425,1-311-16424-3
67860,1-292-15438-1
17936,1-58735-115-3
93927,0-442-59737-1
32211,1-80218-627-1
78943,1-180-78078-7
94671,0-12-449748-9
53096,0-248-92508-3
63099,0-493-88509-9
54872,0-08-900993-2
51033,1-78596-701-0
44817,1-4541-5059-9
98194,1-349-62302-4
64241,0-242-27947-3
13339,0-211-45238-6
6480,0-9684171-2-4
48498,0-537-95031-1
20468,1-927025-73-7
81723,0-385-29652-5
24772,1-4880-5465-7
25781,0-333-39842-4
17022,1-159-14119-3
75598,1-04-897470-7
80616,0-7807-1300-1
22217,0-9777511-9-8
46379,1-70105-926-6
47860,0-625-16369-9
75228,0-11-610228-4
62896,1-76683-432-9
49640,1-7378044-2-5
71962,1-60169-351-6
24895,0-06-786509-7
56257,1-873889-10-0
15441,0-390-90283-7
40704,0-11-706424-6
89901,1-871870-61-5
25114,0-7955-1771-8
29039,1-9876-6171-0
45112,1-83862-139-3
115,1-131-87562-1
91090,0-558-32987-X
75071,0-19-604885-0
79163,1-09-845150-3
79102,1-321-23495-3
81584,0-10-411516-5
79807,1-69170-608-6
80145,0-433-11836-9
62921,1-82048-315-0
47361,1-972707-34-5
36144,1-210-50890-7
8588,0-594-31359-7
24570,0-337-36949-6
99164,1-4862-6395-X
68819,1-80447-533-5
70629,1-228-02618-1
44136,1-882339-78-9
42063,0-89166-407-6
11652,0-242-68961-2
54757,1-5178-3357-4
15074,0-17-810275-X
55580,1-9803-0781-4
7114,0-7608-7203-1
57769,1-4814-9647-6
32933,1-5416-3020-3
53492,1-261-23795-1
30542,0-669-71713-4
36445,1-08-210835-9
7959,1-07-123705-5
99663,1-83751-735-5
8953,1-9825-1361-6
70710,1-877959-83-9
28617,0-372-03308-3
95886,0-253-10870-5
81473,1-02-190433-3
37943,0-435-65407-1
26556,1-9802-4277-1
85166,0-452-06607-7
59436,1-246-83141-4
76195,0-09-288981-6
21229,0-535-83085-8
15205,1-359-82033-7
19363,0-15-510218-4
80723,0-321-41033-5
13146,0-243-02649-8
63164,0-7671-8840-3
92697,0-256-27594-7
65648,0-7594-1381-9
59326,0-7565-4003-8
32454,1-9991733-5-X
45266,0-8181-6738-6
58041,1-364-90500-0
76631,0-932503-94-2
99547,1-70976-414-7
66092,0-453-26413-1
39645,1-297-69104-0
57021,0-357-44927-4
38748,1-77552-969-X
65247,1-201-13489-7
34799,1-384-80211-8
57545,1-4488-1597-5
83067,0-7839-0936-5
13975,0-403-47789-1
89352,0-7665-9037-2
79858,0-14-218115-3
45921,0-574-11953-1
5495,1-4860-9605-0
99808,0-947834-12-5
55267,1-5028-3015-9
31785,1-996958-36-4
68003,0-906915-20-1
75692,1-81317-784-8
9143,0-215-62638-9
60327,0-242-95159-7
62159,0-7778-3467-7
53380,0-7665-8623-5
6335,0-537-37399-3
25055,1-06-401730-4
26726,1-06-291695-6
40451,0-908139-69-1
52571,0-89407-725-2
76009,1-74603-703-2
84618,1-256-13058-3
37884,0-13-064432-3
36681,0-353-76260-1
87224,0-672-48960-0
8416,1-04-201702-6
24349,1-883776-37-6
80523,0-679-04605-4
3056,1-58272-813-5
17404,0-603-77770-8
54411,0-07-463819-X
31168,1-929429-96-7
36772,0-7730-1212-5
69844,1-172-41062-3
37352,0-508-69554-6
80685,0-13-739910-3
9007,1-76615-636-3
21803,0-8109-2144-8
10090,0-09-288981-6
79034,1-4465-6789-3
7002,1-4935-2291-4
25862,1-224-63009-2
33484,1-03-439708-7
65566,0-19-045863-1
55685,0-285-58648-3
99720,1-4719-9895-9
40250,1-84217-703-6
44739,1-02-726235-X
41757,1-07-518145-3
50181,1-06-745263-X
97708,1-269-85380-5
7795,1-4112-0373-9
68456,0-87929-170-2
65958,0-7196-2844-X
53372,1-343-37996-2
20419,1-59136-155-9
68246,1-275-26291-0
94257,1-4021-8275-9
19382,0-284-28298-7
21348,1-62606-387-7
68843,1-196-72084-3
1801,1-123-36032-4
99725,1-08-278588-1
37724,1-971436-60-7
27157,0-642-80790-6
33386,1-84899-902-X
62264,1-998073-70-X
21977,0-299-85328-4
45186,1-146-28393-8
6271,1-943956-03-0
69042,1-72011-952-X
82913,1-79751-519-5
1065,0-11-494793-7
69564,1-86126-366-X
41169,1-311-83616-0
16314,0-450-73598-2
86137,0-586-54855-6
32016,1-78589-619-9
19687,1-7347846-0-1
17730,0-17-082432-2
67605,0-639-38245-2
65063,1-266-61901-1
77182,1-962388-54-9
71364,0-89644-121-0
37164,0-19-947392-7
19787,0-558-41045-6
43319,0-7438-5748-8
91033,1-76339-192-2
55662,0-9605668-7-2
84232,1-879386-38-0
21075,1-260-33788-X
74798,0-85433-630-3
13265,0-9922626-7-4
47695,1-121-45782-7
58950,0-618-07794-4
10316,0-07-063529-3
78862,1-62943-081-1
79873,0-8337-9674-7
23460,0-7130-3910-8
26469,1-192-93094-0
1565,1-84815-726-6
4614,1-4360-3850-2
3167,1-272-90591-8
55976,0-501-87210-8
45805,1-240-48203-5
15574,1-167-42275-9
67495,1-7330289-9-4
79824,0-7840-5997-7
63699,1-128-79077-7
27213,0-267-14109-2
60453,0-02-846216-5
12701,1-67976-325-3
47948,1-159-25654-3
4638,1-154-61971-0
57155,1-296-22302-7
71785,1-82133-488-4
33804,0-644-73430-2
72934,0-17-056854-7
12400,0-945079-80-X
39184,0-429-49958-2
95635,0-432-29230-6
19322,0-9732485-2-1
32406,0-588-73007-6
62539,1-56614-895-2
83476,0-903634-46-5
24921,0-7823-2344-8
59843,1-5242-4519-4
58163,1-67253-593-X
18062,1-77749-028-6
81885,1-09-696857-6
5209,1-07-434453-7
37245,1-4897-9636-3
59846,0-677-40954-0
55020,1-06-513384-7
92381,1-84471-857-3
23315,1-925744-91-4
28703,1-257-60208-X
86312,0-510-64711-1
24456,0-03-786855-1
65591,1-56933-687-3
2235,1-04-142144-3
38510,0-311-93239-8
18979,1-70076-109-9
96404,1-66387-122-1
73437,1-337-62127-7
92199,0-277-23926-5
77804,1-383-82785-0
9038,1-5014-6797-2
46814,1-02-556786-2
46568,1-5422-4433-1
30383,0-8240-5626-4
19919,0-13-521844-6
44922,0-640-15725-4
27629,0-88937-222-5
28175,1-918940-99-1
11219,0-8466-3431-7
39662,1-271-54686-8
23705,0-385-57550-5
4529,0-365-04730-9
87874,1-124-54293-0
72475,0-656-70277-X
99753,0-697-45144-5
4167,1-924306-59-X
2361,0-11-425375-7
31505,1-70449-972-0
94043,0-235-23921-6
74452,1-72351-651-1
67635,1-326-35933-9
79043,1-08-721871-3
64860,0-935870-12-1
