isbn,author_id
1-320-37498-0,1342
1-4388-0150-5,9480
0-697-43716-7,7863
0-8337-1955-6,2997
0-659-84297-1,4849
0-7815-4784-9,4216
0-07-744102-8,8452
0-8464-3255-2,3708
0-606-91145-6,8891
1-81937-646-X,3093
1-5308-2595-4,264
0-7595-4868-4,7859
0-8294-4657-5,3193
0-449-73639-3,3922
1-956194-40-1,7357
1-60899-816-9,3899
1-5242-1549-X,7528
1-00-031081-7,3637
0-434-74459-X,8318
1-4088-0278-3,9886
0-9518085-7-5,4191
0-9880695-3-9,539
1-987828-13-5,7090
1-06-427402-1,2381
1-931391-79-3,6375
1-4201-8274-9,3650
0-02-908441-5,8186
0-621-69810-5,3139
1-4915-7216-7,8236
1-154-21915-1,8904
0-935733-12-4,3575
1-892241-81-1,7276
1-935532-54-5,3324
0-241-34913-3,9746
1-264-33018-9,6105
1-07-110518-3,8661
0-89424-634-8,5027
1-881662-01-2,8910
0-391-70030-8,291
1-61219-326-9,9097
1-58577-401-4,1179
1-309-14291-2,3936
0-488-36614-3,5502
1-63559-674-2,6524
1-124-62848-7,1617
0-8483-9312-0,3684
1-84214-086-8,7341
0-87644-529-6,3325
0-04-920798-9,1159
1-62560-306-1,2146
1-62195-287-8,2133
0-591-02608-2,483
0-354-25233-X,7156
1-902654-67-6,9148
1-5349-1678-4,1306
0-675-72329-9,570
1-994070-53-6,3765
0-09-059726-5,8200
0-244-59933-5,7633
1-70745-904-5,79
0-265-71508-3,9856
0-520-73380-0,4943
1-61289-568-9,1601
0-420-64419-9,7571
0-262-15274-6,3727
1-375-66334-8,1739
0-319-29175-8,6746
1-993329-13-7,9001
0-7478-4379-1,1217
0-8457-0347-1,7658
1-55044-599-5,7632
1-209-21930-1,3407
1-69051-416-7,7996
0-87379-331-5,6953
0-580-10111-8,4390
1-81277-410-9,3189
0-678-53642-2,2505
1-180-42036-5,2140
1-85438-095-8,6846
0-323-14879-4,5212
0-7061-9632-5,3033
1-195-34492-9,9939
1-59895-021-5,7877
1-00-122328-4,2352
0-679-04654-2,8978
1-71501-515-0,7393
0-931350-53-0,8617
1-60725-330-5,4274
0-418-66667-9,3543
1-218-80728-8,6704
0-454-02846-6,8389
1-315-13132-3,4615
0-567-02376-1,2210
1-83566-363-X,4646
1-4176-2490-6,3888
1-997750-84-8,1994
1-146-74475-7,2126
1-114-44357-3,7766
0-9800336-5-9,4309
1-381-30042-1,1130
0-407-70540-6,7332
0-8173-6868-X,1416
1-168-31581-6,6661
0-287-18561-3,157
1-00-242581-6,5582
1-5342-9686-7,358
1-9733-8323-3,1388
0-428-82624-5,831
1-5117-9881-5,3479
0-634-82914-9,5431
0-244-64414-4,8671
0-310-78140-X,6022
0-7509-0411-9,9209
1-77024-972-9,5966
1-892987-97-X,2802
0-9545860-3-4,8201
1-4828-8073-3,4862
1-05-326388-0,9509
1-370-76619-X,2145
1-60151-982-6,667
0-626-77725-9,4747
1-78133-703-9,983
1-5467-4340-5,1176
0-413-15420-3,3730
1-69845-460-0,2554
1-80523-233-9,7980
1-922419-61-3,2498
0-87590-586-2,6175
1-4756-2122-1,2569
0-05-340064-X,289
0-918868-32-7,8021
1-352-80077-2,1295
0-7746-7383-4,6369
1-345-68995-0,5322
1-63708-629-6,4163
1-59632-421-X,6288
1-68648-530-1,2771
0-464-52033-9,3020
1-5453-8930-6,8942
0-917893-96-4,5426
0-620-79823-8,4524
0-287-85726-3,4696
1-318-68001-8,5741
1-117-31128-7,8332
0-671-43982-0,1831
0-87157-853-0,2642
0-509-44418-0,7767
0-08-791858-7,3780
1-60494-618-0,633
0-7662-7930-8,6660
1-185-29321-3,846
1-4898-2712-9,1238
1-66398-769-6,4385
1-65925-743-3,1510
0-06-887960-1,1127
0-203-89819-2,4080
0-368-14302-3,7235
1-58285-860-8,127
0-527-94135-2,8692
1-74786-287-8,1061
0-15-450872-1,1293
0-270-35028-4,8020
1-72691-139-X,5694
0-286-82919-3,4971
0-18-708730-X,4014
1-378-00209-1,7566
1-4040-8885-7,3703
1-04-899030-3,4867
1-387-39606-4,4548
1-388-53143-7,433
1-332-96541-5,3721
1-278-38798-6,1475
0-9853749-2-6,7230
1-344-36212-5,5156
0-9806020-6-8,5141
0-676-86010-9,9530
0-7303-1848-6,3312
0-406-65195-7,1904
0-454-04054-7,8779
1-4202-7793-6,1090
0-303-04011-4,3580
0-498-58061-X,4300
0-924887-55-9,875
1-899309-27-6,2561
0-575-54967-X,5353
0-88709-975-0,7376
0-8488-9550-9,9424
0-338-70494-9,5408
0-9715430-8-9,3795
0-290-72168-7,7542
0-9651251-7-3,3634
0-591-56898-5,699
1-74577-402-5,8847
0-9911583-5-0,9107
1-161-27766-8,6592
0-16-955306-X,9250
1-294-99035-7,7652
1-921615-97-4,6155
0-270-91047-6,5225
1-117-75121-X,7983
1-59685-284-4,7690
1-954405-43-X,9201
1-4174-6526-3,3766
0-420-22299-5,9634
0-307-74566-X,1361
0-7386-6904-0,2022
0-636-55456-2,8592
1-5133-8946-7,464
0-9828832-0-X,1577
1-278-45608-2,3110
1-69097-182-7,1392
0-406-35977-6,8018
1-71052-167-8,471
1-381-72759-X,9123
1-960414-79-8,2735
0-343-40151-7,7083
1-320-94457-4,665
1-09-052431-5,1138
1-02-241967-6,2530
0-467-14328-5,9205
1-05-011555-4,2604
0-10-985902-2,6489
0-670-42782-9,5474
0-548-16240-9,6010
0-12-488004-5,3216
1-349-09149-9,3576
1-62252-643-0,711
0-480-97493-4,6943
1-162-59103-X,1761
0-7030-4085-5,3182
1-193-74926-3,1367
1-4485-6145-0,366
1-09-422466-9,3471
1-79425-939-2,7897
0-232-44236-3,6139
0-8331-0156-0,6652
0-246-70832-8,858
1-953618-46-4,6229
1-9994642-4-9,8588
1-78709-993-8,8112
0-931379-31-8,8528
0-06-509109-4,3909
1-78045-292-6,5952
0-204-47275-X,7431
0-18-612996-3,8868
1-943043-61-2,6147
0-542-39673-4,9860
0-9718948-5-X,6635
1-4800-5768-1,3648
0-314-93322-0,663
0-695-54996-0,8469
1-909538-43-4,9286
0-9710055-1-6,811
1-5482-6762-7,5291
1-870470-55-9,1109
0-86203-483-3,5564
0-05-860752-8,2824
1-4629-5853-2,9981
1-321-34800-2,8103
0-07-611961-0,1997
0-321-68698-5,2050
1-74282-833-7,6828
0-18-728900-X,3983
1-262-55587-6,8114
0-8067-3854-5,6823
0-901086-02-9,4779
0-14-042317-6,2940
1-265-47977-1,1969
1-86030-790-6,5146
0-222-92763-1,7726
1-4280-5334-4,5207
1-05-957587-6,1029
0-269-91655-5,7222
0-267-65378-6,2448
0-04-478554-2,140
0-7830-8020-4,5689
1-124-67781-X,4567
0-362-67396-9,1473
0-7050-9942-3,9127
0-10-836560-3,7039
1-07-518145-3,3438
1-69813-271-9,8129
0-285-03497-9,9267
0-589-58793-5,7288
0-923762-93-0,6860
0-420-43652-9,138
0-356-92135-2,8576
0-372-26203-1,8602
1-4935-7042-0,2879
0-8121-2657-2,4952
0-07-888436-5,4804
0-07-407437-7,9984
1-77399-014-4,1561
0-02-785809-X,2792
0-10-764682-X,3829
0-477-27349-1,4011
0-609-36501-0,2160
1-4149-0370-7,3782
0-287-82678-3,2035
0-505-84296-3,1774
1-65913-333-5,4691
1-924673-97-5,3605
1-68375-745-9,2723
0-483-04625-6,4999
1-282-74474-7,7364
0-534-10712-5,5781
0-7002-7340-9,7952
1-180-21117-0,8871
1-80101-080-3,2789
1-329-38601-9,3191
1-57974-527-X,893
1-928789-44-7,8291
1-324-77839-3,9448
0-8407-8495-3,5912
0-16-690522-4,9846
0-7575-8446-2,8640
0-17-039241-4,5614
0-441-75842-8,5774
0-8004-5640-8,8703
1-188-36579-7,7437
0-14-560196-X,1917
0-464-74104-1,3652
1-5384-4478-X,3147
0-459-88300-3,1492
0-85070-261-5,6449
1-905062-81-8,7628
0-489-37582-0,6707
0-602-52828-3,4861
1-69882-848-9,8076
1-9824-7874-8,1815
1-317-62310-X,4799
1-4534-2654-X,3175
1-340-02692-9,2445
0-87073-479-2,4286
1-294-18958-1,4645
0-936850-28-0,2989
0-8125-1161-1,8122
1-4574-0661-6,2011
1-67555-807-8,5219
0-279-98281-X,1451
0-565-87815-8,8066
1-149-12113-0,9026
1-06-062347-1,9368
0-00-591640-2,5015
0-201-91872-2,6650
0-06-522210-5,4594
0-15-556643-1,3307
1-249-76522-6,6663
0-2281-0408-4,8464
1-916389-07-4,1196
1-203-09766-2,507
1-83189-642-7,7715
0-699-63373-7,6604
1-368-64634-4,9630
0-14-503206-X,468
0-448-38562-7,8918
0-07-385143-4,2437
0-357-76920-1,9243
1-326-15188-6,6842
1-4800-4189-0,4256
1-81354-326-7,9881
0-9918733-9-4,2618
0-903724-26-X,6181
1-297-68822-8,2010
0-588-53368-8,9629
0-12-663725-3,3053
0-513-01172-2,7462
0-930581-32-6,5037
1-62639-462-8,5261
0-583-58627-9,1965
0-05-477552-3,8330
0-05-690741-9,6051
1-7352858-8-9,8451
1-08-869273-7,4160
0-8225-6719-9,3239
0-9666355-6-6,8103
1-80864-220-1,4349
1-81574-433-2,1909
1-180-79469-9,1195
1-5402-1081-2,8270
1-82514-497-4,190
1-5266-2521-0,5135
0-285-45133-2,8056
1-4379-9379-6,8181
1-77782-990-9,5851
1-996201-16-6,8128
1-943277-47-8,2297
1-192-26989-6,2476
1-278-92526-0,4437
1-79349-608-0,5458
1-952860-97-0,8545
0-906959-72-1,5176
0-8272-1821-4,1390
0-12-679049-3,7368
0-17-500281-9,3577
1-69248-553-9,1654
1-889194-78-6,3027
0-389-44438-3,6644
0-689-68687-0,6648
0-334-14771-9,5233
0-00-009081-6,4731
1-72224-832-7,6322
0-17-671058-2,752
1-4654-8520-1,3079
1-77596-427-2,227
1-84579-698-5,2728
1-73196-672-5,8526
1-286-73239-5,3919
0-238-62315-7,7338
0-01-435440-3,84
1-283-71554-6,9515
1-888841-66-4,5850
0-8439-7052-9,5405
0-201-71934-7,1865
0-464-77694-5,366
0-7908-6227-1,6463
1-76869-679-9,1688
1-82521-488-3,6285
1-350-69296-4,1404
0-356-92135-2,115
0-12-050740-4,5049
0-219-65866-8,6620
1-82749-022-5,22
1-5362-2197-X,3370
0-86599-065-4,8923
1-298-01013-6,2702
1-83247-385-6,251
1-306-66921-9,7051
0-07-611668-9,4662
1-5072-3089-3,455
0-307-42551-7,2118
1-970228-11-3,9328
0-11-528164-9,6198
1-962362-28-0,960
0-257-96283-2,2313
0-285-95676-0,7010
0-215-74052-1,3681
0-477-22459-8,751
0-538-06126-X,9798
1-248-14243-8,3481
0-18-584326-3,4437
1-121-61029-3,3813
0-243-43430-8,315
1-931526-48-6,5953
1-78359-470-5,3625
0-238-13403-2,7950
0-363-52396-0,9744
0-16-347804-X,835
0-7600-3827-9,9906
1-5056-3576-4,2649
0-495-32695-X,4456
1-389-90087-8,6459
1-09-251932-7,8125
0-00-225056-X,4815
0-08-947450-3,6237
1-150-30592-4,5092
1-75229-177-8,610
0-9602614-7-8,7851
0-638-92153-8,5386
0-670-94912-4,7508
1-08-758963-0,4489
1-57990-804-7,477
0-653-43530-4,2362
1-68140-730-2,8571
0-284-87456-6,5260
1-00-485608-3,3402
1-74524-676-2,5199
0-948802-96-0,4770
1-03-060706-0,8591
1-59420-359-8,7933
1-72067-770-0,8174
0-219-54450-6,37
0-06-334770-9,2272
0-914414-57-7,6972
0-12-511260-2,9328
0-7076-1203-9,5449
1-77576-269-6,1161
1-05-908204-7,8848
1-70601-902-5,5056
0-617-87183-3,4053
1-219-49496-8,6391
0-557-23115-9,1626
0-10-752701-4,5366
0-686-32758-6,9158
1-83289-924-1,7735
1-5063-6870-0,2877
1-961573-78-4,159
1-79155-709-0,7190
1-80979-507-9,7056
1-07-832977-X,2366
0-19-343216-1,766
0-335-83325-X,8824
1-988780-68-3,6344
1-09-423476-1,4410
1-890758-83-3,9812
1-930252-18-8,9007
0-87731-981-2,2030
1-57697-627-0,3218
1-4043-4851-4,9833
1-71509-722-X,8349
0-655-41741-9,9519
0-928978-39-7,9929
0-554-36007-1,3840
0-532-25106-7,3987
0-18-301722-6,2507
0-07-078622-4,9640
1-70916-365-8,6989
1-65939-269-1,3569
1-85992-238-4,208
0-564-87297-0,2554
1-85712-452-9,8032
0-456-99576-5,5218
0-559-39927-8,7339
1-4747-8171-3,3250
0-7249-5088-5,8798
0-7627-4142-2,7233
0-643-76796-7,7238
0-9849027-4-0,6631
1-284-04040-2,2687
0-345-72604-9,3586
1-84443-459-1,6364
0-7158-3192-5,9893
0-908139-69-1,8746
0-13-963920-9,6615
1-375-13605-4,9856
0-10-835972-7,1658
1-356-51755-2,4121
0-369-86378-X,4722
1-186-90457-7,8995
1-77651-112-3,6294
1-128-98869-0,2785
0-376-71628-2,3823
1-219-32499-X,1205
0-473-41881-9,5484
1-04-544799-4,6090
1-5368-6648-2,899
0-16-074016-9,6556
0-321-28146-2,2015
1-161-37381-0,1358
1-65616-820-0,3501
0-679-32234-5,769
0-11-349501-3,2330
0-13-243856-9,8633
1-5267-4894-0,3182
0-8478-5574-0,232
0-423-36793-5,9917
0-15-858170-9,4846
0-535-12326-4,1107
0-9756650-1-4,8569
0-14-132342-6,457
1-286-15021-3,7301
0-263-28385-2,7695
0-09-333162-2,6848
0-945888-57-0,20
0-01-208961-3,8446
1-951592-45-X,4074
1-85747-996-3,8555
1-157-06856-1,1073
0-8165-7929-6,7888
0-9853648-4-X,8853
0-345-06689-8,2541
0-692-35345-3,9685
0-10-994624-3,6818
1-965637-32-9,6692
0-483-04625-6,9588
1-139-91568-1,7812
0-947939-39-3,736
0-00-933670-2,6109
0-9524678-1-X,5052
0-02-870646-3,3672
1-240-73102-7,9720
0-8192-7052-0,6682
0-05-205162-5,7916
0-10-994624-3,1752
1-891514-71-7,9550
0-497-52208-X,2471
1-189-66067-9,7644
1-4783-9076-X,9628
1-55379-351-X,4334
1-870140-14-1,5118
0-505-42037-6,9950
0-240-41769-0,8544
0-7837-8012-5,546
1-248-02869-4,9874
1-69342-358-8,8525
1-346-03854-6,6247
0-9956681-4-0,7969
0-85973-287-8,704
0-7396-7307-6,5805
1-385-42814-7,536
1-161-70748-4,5487
1-64044-440-8,9134
0-9598061-0-5,8969
0-05-687296-8,9228
0-556-76247-9,3040
0-312-07081-0,4597
1-4840-4142-9,6322
1-280-30031-0,8440
1-4464-6452-0,3448
1-05-482339-1,8688
0-298-96804-5,8875
1-86831-197-X,9227
0-388-60185-X,4463
1-224-91475-9,3732
0-8432-9790-5,3135
1-4970-5088-X,3539
0-504-25775-7,300
0-8455-6483-8,6585
0-08-104115-2,4189
0-7036-1541-6,4126
1-4592-3491-X,8308
1-05-545640-6,9620
0-85764-247-2,5974
0-01-556772-9,2445
1-07-122323-2,227
1-129-95024-7,2721
0-8017-6000-3,3500
1-85511-364-3,1950
0-651-70892-3,8432
1-03-512765-2,5535
1-01-246648-5,5323
0-08-453418-4,4813
1-07-092040-1,3447
1-158-69795-3,2839
1-5256-3244-2,8078
0-933413-71-8,6897
0-9672834-8-5,4354
1-85203-903-5,7815
0-522-33281-1,3431
0-09-029257-X,8836
0-624-38820-4,1739
0-517-16795-6,8106
0-344-61327-5,2946
1-184-61683-3,2152
0-14-185718-8,8275
0-13-512074-8,8784
1-80702-159-9,8526
0-9608665-0-7,2634
0-09-797486-2,1644
0-554-95605-5,8594
0-903373-83-1,9002
1-930167-30-X,9591
1-144-04127-9,5348
0-04-756947-6,3777
1-872579-76-0,4192
1-82514-497-4,301
0-8217-3904-2,4904
1-991577-47-8,8806
0-540-22289-5,3010
0-608-38937-4,1656
0-229-20013-3,5280
0-376-34751-1,6227
1-201-98799-7,6865
1-239-42087-0,3630
1-4363-2853-5,7558
1-151-87566-X,7774
0-14-755741-0,6457
1-4590-4463-0,6508
1-85635-122-X,1249
0-449-85803-0,8414
1-322-54841-2,2769
0-7189-8672-5,3294
0-529-48649-0,3556
1-02-843318-2,8145
0-16-840867-8,5018
0-15-063383-1,6204
0-9539912-0-2,8286
0-327-00818-0,2768
0-2284-8184-8,2761
0-675-17446-5,2254
1-55057-757-3,8134
1-261-59606-4,1462
1-57633-770-7,2024
1-914914-98-8,824
1-74859-342-0,5162
0-89669-751-7,2643
1-02-060387-9,6891
0-402-21759-4,1953
0-330-36935-0,8788
1-4250-4822-6,9316
1-59676-882-7,4701
0-220-52665-6,4114
1-62987-624-0,5530
1-67611-529-3,9311
0-675-39608-5,3638
0-666-94784-8,1701
1-4099-8746-9,2613
1-915844-08-8,9378
0-570-91256-3,260
0-562-21037-7,5339
0-455-58259-9,6740
0-604-77652-7,6517
0-7791-0579-6,9743
1-183-86718-2,456
1-04-845745-1,3994
1-4037-8060-9,4952
1-345-33578-4,716
0-255-62942-7,4310
1-68639-941-3,8489
0-911375-61-9,3244
0-618-08335-9,8550
0-16-497624-8,5122
1-03-633349-3,523
1-7340455-3-1,1433
1-63008-923-0,7041
0-379-07169-X,4205
0-552-14174-7,6862
1-55196-841-X,987
1-03-506960-1,4414
1-84241-041-5,3441
0-598-05068-X,6760
1-299-34927-7,6418
1-61815-201-7,2409
1-366-55994-0,8124
1-319-74495-8,6497
1-77528-763-7,3086
1-57470-706-X,1824
0-503-27560-3,3779
0-947808-06-X,1169
0-8331-0156-0,1792
0-277-65236-7,471
0-87206-608-8,9996
0-15-855856-1,5736
1-124-22177-8,3413
0-614-00865-4,9413
0-7748-9884-4,1090
0-8292-6719-0,9327
0-945009-19-4,5671
1-74212-095-4,4545
1-298-75456-9,964
0-933921-45-4,7998
0-9761955-5-0,9875
0-9521812-7-4,4484
0-914344-72-2,5643
1-85930-866-X,6082
1-68608-741-1,4264
0-16-792275-0,375
0-568-78798-6,6552
1-4542-6833-6,2641
1-80625-216-3,6268
0-87282-328-8,1740
0-679-53078-9,9610
1-76516-914-3,3547
1-260-55201-2,5927
1-277-19480-7,4337
1-70946-885-8,2609
1-74580-870-1,9582
0-409-37733-3,9768
1-68883-182-7,9324
0-88309-753-2,3814
1-59079-006-5,8066
1-914320-80-8,1847
0-88748-346-1,692
1-4373-7353-4,1986
1-75941-700-9,4645
1-5258-0605-X,371
1-06-428827-8,7526
1-06-762806-1,7041
1-878325-55-8,5035
1-195-30266-5,8200
0-8446-8822-3,5187
0-13-695817-6,3482
1-358-82122-4,566
1-143-92362-6,7572
1-238-37463-8,5442
1-321-11874-0,2292
1-00-218660-9,1544
1-187-68883-5,367
0-87497-687-1,9412
0-488-96814-3,7293
1-63331-901-6,5004
0-464-76719-9,9537
0-473-64728-1,6826
0-531-75992-X,5831
0-8401-9038-7,418
0-214-17262-7,2885
1-218-13912-9,1492
1-06-049038-2,8165
1-4588-7244-0,7245
0-939523-24-8,9395
0-534-35522-6,2407
0-439-45559-6,8891
0-02-579939-8,2129
0-659-88941-2,4097
0-661-36310-4,6071
0-19-975007-6,6854
1-146-12685-9,2145
1-69111-920-2,1422
0-257-81321-7,5756
1-233-75572-2,4022
0-272-83137-9,8767
1-935001-38-8,6283
0-498-30280-6,9801
0-662-25333-7,4240
1-954018-56-8,4614
1-79925-183-7,9716
1-57471-946-7,6285
0-694-62138-2,6061
1-4299-7343-9,7941
1-4162-0745-7,1131
0-451-49462-8,3210
1-75151-950-3,1860
1-5234-1660-2,8023
0-85396-368-1,6902
0-06-237268-8,2671
0-86018-950-3,5557
0-319-13309-5,8426
1-70571-809-4,6390
0-684-80482-4,7900
0-578-50076-0,6191
1-372-77870-5,4692
1-4132-9141-4,6571
0-18-118210-6,1445
0-8122-8284-1,8476
1-4731-9959-X,4667
0-8201-5886-0,9399
1-62512-674-3,8634
0-85603-882-2,545
1-74663-870-2,3851
0-547-56132-6,6442
0-655-01412-8,2529
0-7136-8250-7,1880
1-57984-930-X,6303
1-893554-69-4,8735
1-83612-959-9,5206
0-02-096259-2,3415
0-03-073373-1,1205
1-4907-0650-X,9159
0-946034-18-4,9536
0-947928-57-X,3176
0-520-60320-6,1382
1-188-03671-8,4286
1-254-61132-0,1154
0-8222-5874-9,9042
1-4862-8159-1,2841
1-84582-397-4,1026
1-392-80617-8,8068
0-309-59590-8,209
1-5111-7749-7,5771
0-562-17916-X,1213
0-694-50678-8,431
0-332-20149-X,8867
1-71234-943-0,8631
0-325-35557-6,1894
0-280-02711-7,3396
1-186-64455-9,2186
1-970069-42-2,5132
1-73006-032-3,9264
1-85746-177-0,6168
0-249-61593-2,7417
1-01-138328-4,1665
0-87912-874-7,5485
1-902645-20-0,1100
1-902286-68-5,5420
0-294-16115-5,5554
0-394-07724-5,2567
0-299-95332-7,9287
1-01-514230-3,4652
1-71868-918-7,7508
1-7336499-1-3,3913
1-01-177036-9,9649
0-551-41437-5,8390
1-82845-316-1,4094
1-234-93246-6,291
0-502-01613-2,4772
0-7091-7476-4,9224
1-4430-3624-2,4311
0-610-82635-2,4962
0-283-62153-2,8815
0-526-75039-1,5042
1-257-23717-9,3980
0-05-503878-6,4074
1-319-73620-3,1318
0-7359-4536-5,4542
1-9800-1737-9,5244
0-586-90692-4,3824
1-71664-258-2,1128
1-4130-7634-3,2041
1-01-671310-X,4800
0-527-33301-8,3630
0-8127-0595-5,4341
1-70079-170-2,2805
0-613-30120-X,8180
1-921711-29-9,9585
0-216-72940-8,9091
1-84961-037-1,2111
1-70111-215-9,7397
1-07-734445-7,4668
0-08-751066-9,7418
0-947483-86-1,5079
1-01-838797-8,1973
0-432-86340-0,7644
1-376-40581-4,5416
0-17-586455-1,1621
1-346-85384-3,5406
0-907166-08-3,562
1-146-71436-X,5004
1-253-22870-1,3201
0-360-78477-1,7913
1-329-20626-6,911
0-565-56510-9,6980
1-70538-411-0,5034
0-9830696-0-3,1736
0-89958-923-5,902
0-660-51737-X,98
0-09-454717-3,5335
0-222-06193-6,559
0-460-15021-9,2345
1-933556-46-3,7850
0-17-562442-9,6577
0-431-31121-8,311
1-934284-88-2,4035
0-562-76308-2,2750
0-9529177-8-5,3807
0-7543-6743-6,1155
0-275-53704-8,3317
0-295-70219-2,3440
1-74096-513-2,2276
0-00-735800-8,3930
1-357-41482-X,9695
1-5291-7424-4,6360
0-86811-639-4,9815
1-70035-991-6,43
0-9816002-7-1,4557
1-68286-677-7,5737
1-69757-486-6,463
0-9784840-8-8,6366
0-7914-0783-7,7881
0-514-32531-3,8297
0-388-33673-0,5933
0-7327-2254-3,5207
1-9733-8323-3,9773
0-366-12452-8,4345
0-922724-84-9,9542
0-524-13183-X,9923
0-273-36703-X,2356
1-223-73892-2,1285
0-946216-92-4,7746
0-313-34288-1,6482
1-946341-49-5,1629
0-9718366-0-4,3970
1-72859-981-4,6266
1-5409-6415-9,9699
1-4099-6032-3,5518
1-343-94246-2,7229
1-56635-951-1,4954
0-7098-5803-5,7049
1-919646-56-6,2455
0-346-78636-3,3636
1-05-347131-9,9125
0-8487-9699-3,7407
0-256-47670-5,9300
0-259-86715-2,4896
1-5138-8974-5,1936
1-279-93577-4,2765
1-347-57277-5,5779
1-9858-8544-1,6145
1-5372-7642-5,7613
0-7328-6307-4,6122
0-7117-0250-0,4723
0-376-55369-3,6172
0-390-81491-1,8847
1-75714-109-X,1032
0-335-66078-9,2490
0-7262-1922-3,1253
0-17-420267-9,1305
1-5136-9079-5,1980
0-239-28037-7,3929
1-125-23725-2,2233
1-912861-02-X,3773
0-366-98017-3,5498
1-300-00681-1,5487
1-68336-731-6,9912
0-9936973-1-3,2693
1-988604-21-4,7690
0-07-513704-6,549
1-349-70359-1,7041
1-379-00169-2,4096
0-663-81371-9,1124
0-569-69650-X,2543
1-136-46592-8,5648
0-324-38810-1,7997
0-301-07710-X,3386
0-677-74651-2,5231
0-292-57310-3,8856
0-223-40209-5,3536
0-935740-72-4,3381
1-151-94944-2,48
0-254-86565-8,8467
0-296-35443-0,2907
1-77153-538-5,1888
1-00-451941-9,1610
1-74203-680-5,4537
1-4251-4291-5,9258
1-63760-594-3,8179
1-4335-7908-1,9643
0-671-14027-2,2996
0-7534-6106-4,2102
0-7980-6773-X,451
1-4521-4023-5,572
0-257-80063-8,136
0-00-484573-0,5006
1-76343-500-8,1514
0-7426-4252-6,5318
1-55972-892-2,8721
1-9770-9772-3,6372
1-86547-594-7,9726
0-8064-7138-7,4272
0-516-51691-4,2608
0-8192-2673-4,5113
1-63925-796-9,3975
1-81233-667-5,5913
1-924315-13-0,9939
1-271-32326-5,4939
1-218-78613-2,4847
0-7036-4916-7,9802
1-85592-929-5,3655
1-58175-920-7,5513
1-56367-372-X,7198
0-652-23970-6,3123
0-466-67916-5,8444
0-15-078193-8,613
0-9571845-5-7,50
0-8208-0860-1,7691
0-8384-5005-9,8073
0-477-02124-7,1930
0-517-25811-0,265
1-129-94653-3,6265
0-9738481-6-2,8162
0-15-451449-7,7359
0-10-939799-1,37
1-883521-43-2,8784
1-72185-352-9,4917
0-8126-7777-3,60
0-519-16500-4,6666
1-4285-3368-0,6856
0-676-10101-1,3208
1-998261-64-6,5393
0-220-64729-1,1464
1-01-990140-3,1101
0-508-59629-7,139
0-278-96414-1,174
1-80085-446-3,177
0-618-90139-6,4682
1-59910-956-5,1050
1-9736-9234-1,1120
1-00-860614-6,2712
0-923711-04-X,6229
1-02-911085-9,7904
1-938962-05-2,6340
1-193-66283-4,2996
1-171-36562-4,1735
1-4287-5248-X,1433
1-65866-163-X,2860
1-63802-535-5,6082
1-4114-3466-8,5595
1-58818-719-5,9253
1-62524-530-0,2877
1-75852-661-0,5976
1-09-612473-4,3243
0-16-216361-4,1233
1-61332-092-2,3861
1-7397590-2-8,4608
0-926271-89-X,4985
0-11-877196-5,815
1-08-103908-6,1685
1-03-926205-8,216
1-85010-260-0,754
1-165-07020-0,6646
1-370-99895-3,7491
0-7564-2433-X,4497
0-15-877655-0,4602
1-64507-373-4,8177
1-370-67609-3,1247
1-04-965573-7,256
0-9684265-3-0,9700
0-470-77317-0,2851
0-89243-241-1,6821
0-388-65988-2,7401
0-519-97429-8,2441
0-504-60638-7,2294
0-258-26468-3,5968
0-6483078-7-5,580
1-148-35266-X,4128
1-79421-704-5,4385
1-940895-17-0,1253
1-72822-403-9,3346
0-339-63812-5,6556
1-193-96359-1,3487
1-383-23938-X,1385
1-71826-153-5,4323
1-64434-208-1,3694
1-930890-30-3,3618
1-5212-5304-8,7818
0-7776-3658-1,4966
0-517-23713-X,7794
0-455-31022-X,4130
0-7541-1536-4,2312
1-85092-696-4,9850
0-03-951367-X,5583
0-401-57037-1,5109
1-4064-2785-3,9082
1-85402-236-9,5784
0-492-89108-7,4178
0-12-278547-9,5681
0-13-512074-8,7136
0-367-28358-1,1513
1-68028-128-3,8612
1-74082-522-5,889
0-675-44150-1,2973
1-66165-018-X,5363
1-329-56501-0,4903
1-07-809830-1,1059
1-152-51924-7,5458
1-5292-2228-1,9630
1-5406-2252-5,7341
0-08-581135-1,2430
1-4237-6773-X,9147
1-60343-699-5,1377
1-5346-0862-1,5229
1-4932-2993-1,5448
1-07-798394-8,5463
1-363-37494-X,887
0-686-44266-0,4236
0-322-74315-X,4855
0-8165-4858-7,9684
1-285-86687-8,9725
1-63392-944-2,1161
1-05-668747-9,7901
1-62785-722-2,8954
1-158-31279-2,1236
0-682-20434-X,8344
0-525-71076-0,5711
1-81320-602-3,6578
0-7481-2671-6,3198
0-01-625568-2,7697
1-83641-727-6,3123
1-5265-5419-4,2808
0-258-12064-9,4622
0-409-21552-X,5875
1-934709-74-3,9853
1-55088-244-9,924
1-955226-60-1,6083
0-360-75795-2,6495
0-09-682638-X,7203
1-272-96576-7,9897
0-7548-1072-0,8086
1-79546-849-1,4993
0-13-295514-8,6231
0-258-11963-2,1272
1-62979-616-6,3524
0-7632-1688-7,9171
1-79516-184-1,813
0-225-77320-1,2416
1-4551-7287-1,5969
0-481-99909-4,7109
